,Date,Address
,2019-07-25,TOWNE CROSSING CENTER
,2019-07-27,4700 US-295
,2019-07-28,2919 RT206 GATE 1
,2019-07-29,275 GREEN Street APT 5D7
,2019-07-29,1113 HOSPITAL Drive SUITE 202
,2019-07-29,651 HIGH Street FLOOR 1
,2019-07-30,5 TERRI Lane SUITE 2
,2019-07-30,1702 MT HOLLY Road UNIT 3
,2019-07-31,50 FAWNHOLLOW Road
,2019-08-01,2835 RT206
,2019-08-01,401 INDEPENDENCE Road
,2019-08-02,19 BARNWELL Drive
,2019-08-02,902 JACKSONVILLE Road RM 385
,2019-08-02,2000 BURLINGTON Bypass APT 99
,2019-08-03,2919 RT206 GATE 1
,2019-08-04,1702 MT HOLLY Road UNIT 1
,2019-08-06,114 RIVERBANK
,2019-08-06,5 TERRI Lane SUITE 2
,2019-08-06,1105 SUNSET Road SUITE A
,2019-08-07,255 E PEARL Street APT 419
,2019-08-07,108 BENFORD Lane
,2019-08-07,415 NJ TURNPIKE ACCESS Road
,2019-08-08,6 TERRI Lane SUITE 900
,2019-08-08,5 TERRI Lane SUITE 2
,2019-08-09,5 TERRI Lane SUITE 2
,2019-08-09,6 TERRI Lane SUITE 900
,2019-08-10,2305 RANCOCAS Road RM 210B
,2019-08-11,255 E PEARL Street APT 202
,2019-08-11,42 FAWNHOLLOW Road
,2019-08-12,111 SUNSET Road RM 115
,2019-08-13,5 TERRI Lane SUITE 2
,2019-08-13,909 WOODLANE Road APT 56B
,2019-08-14,4700 US-295
,2019-08-14,61 CREEKSIDE Way
,2019-08-14,651 HIGH Street FLOOR 1
,2019-08-14,4980 US-295
,2019-08-16,415 NJ TURNPIKE ACCESS Road
,2019-08-16,4670 US-295
,2019-08-16,120 ELM Street AP AJ-2
,2019-08-17,2678 RT206
,2019-08-20,5 TERRI Lane SUITE 2
,2019-08-20,2200 MT HOLLY Road SUITE 3
,2019-08-21,5 TERRI Lane SUITE 2
,2019-08-22,2919 RT206
,2019-08-23,20 RIVERBANK
,2019-08-24,1701 SALEM Road APT 10 BLDG A
,2019-08-25,2305 RANCOCAS Road RM 215 B
,2019-08-25,2919 RT206 GATE 1
,2019-08-26,5 TERRI Lane SUITE 2
,2019-08-27,651 HIGH Street FLOOR 1
,2019-08-29,1113 HOSPITAL Drive SUITE 202
,2019-08-29,5 TERRI Lane SUITE 2
,2019-08-29,4750 US-295
,2019-08-31,230 VANSCIVER Parkway
,2019-08-31,401 INDEPENDENCE Road
,2019-09-01,42 CREEKSIDE Way
,2019-09-01,2919 RT206
,2019-09-02,5060 US-295
,2019-09-03,5 TERRI Lane SUITE 2
,2019-09-05,401 LAWRENCE Street APT B
,2019-09-06,5 TERRI Lane SUITE 2
,2019-09-06,651 HIGH Street FLOOR 1
,2019-09-06,38 STEEPLE CHASE Boulevard
,2019-09-07,136 W BROAD Street APT 2
,2019-09-07,2835 RT206
,2019-09-09,95 CONNECTICUT Drive UNIT D-F
,2019-09-09,320 CONROW Street 149
,2019-09-09,1702 MT HOLLY Road UNIT 5
,2019-09-09,5140 US-295
,2019-09-10,6 TERRI Lane SUITE 900
,2019-09-10,5 TERRI Lane SUITE 2
,2019-09-12,5 TERRI Lane SUITE 2
,2019-09-12,2000 BURLINGTON Bypass 191
,2019-09-14,4980 US-295
,2019-09-15,9 SPRINGHILL Lane
,2019-09-15,RT206
,2019-09-22,4750 US-295
,2019-09-22,1210 N US-130 362
,2019-09-22,51 STONE VILLA
,2019-09-23,1701 SALEM Road APT A10
,2019-09-25,RT670 (BURLINGTON JACKSONVILLE Road)
,2019-09-25,1900 MT HOLLY Road SUITE 4D
,2019-09-25,5 TERRI Lane SUITE 2
,2019-09-26,33 FAWNHOLLOW Road
,2019-09-27,115 SUNSET Road RM 9
,2019-09-27,111 SUNSET Road RM 114
,2019-09-29,2835 RT206
,2019-09-30,230 VANSCIVER Parkway
,2019-10-01,907 WOODLANE Road APT 12A
,2019-10-21,5200 US-295
,2019-10-21,5200 US-295
,2019-10-21,BABBITT Lane @ LEVITT Parkway
,2019-10-21,115 SUNSET Road SUITE 111
,2019-10-21,1475 RT626
,2019-10-21,115 SUNSET Road SUITE 111
,2019-10-21,1475 RT626
,2019-10-21,WALL Street @ LAWRENCE Street
,2019-10-21,1475 RT626
,2019-10-21,LAWRENCE Street @ MECHANIC Street
,2019-10-21,RT630 @ ELM Street
,2019-10-22,115 SUNSET Road SUITE 111
,2019-10-23,RT541/ELBOW
,2019-10-23,FOUNTAIN Avenue @ RT541T
,2019-10-23,RT541/ELBOW
,2019-10-23,2305 RANCOCAS Road UNKN
,2019-10-23,1714 HANCOCK Lane APT 234
,2019-10-23,US-130 / BEVERLY Road
,2019-10-23,4167 S RT 130
,2019-10-23,115 RT634 RM A12
,2019-10-24,4 STONE VILLA
,2019-10-24,902 JACKSONVILLE Road 315
,2019-10-24,1714 HANCOCK Lane 132
,2019-10-24,MOTT Avenue @ WOOD Street
,2019-10-24,902 JACKSONVILLE Road 2416
,2019-10-24,1817 RT 541
,2019-10-24,1817 RT 541
,2019-10-25,120 ELM Street V3
,2019-10-25,2885 RT 206
,2019-10-25,1714 HANCOCK Lane 132
,2019-10-25,2000 BURLINGTON Bypass-PASS
,2019-10-25,BROMLEY Boulevard @ HANCOCK Lane
,2019-10-25,2000 BURLINGTON Bypass-PASS
,2019-10-25,1020 WOODLANE Road APT23
,2019-10-26,2000 BURLINGTON Bypass-PASS
,2019-10-26,1508 MOUNT HOLLY Road 205
,2019-10-26,1806 N RT 130
,2019-10-26,4318 N RT 130
,2019-10-26,902 JACKSONVILLE Road FLR 1
,2019-10-27,870 N RT 130 m6
,2019-10-27,RT541 @ S US-295 RAMP
,2019-10-27,4218 RT 130
,2019-10-27,BROAD Street @ WILBUR HENRY Drive
,2019-10-27,1210 N RT 130 362
,2019-10-27,902 JACKSONVILLE Road FLR 1
,2019-10-28,902 JACKSONVILLE Road FLR 1
,2019-10-28,US-130 @ LINCOLN Avenue
,2019-10-28,US-130 @ LINCOLN Avenue
,2019-10-28,1701 SALEM Road APT C14
,2019-10-28,400 HIGH Street APT 402
,2019-10-28,PENN Street @ TATHAM Street
,2019-10-29,115 SUNSET Road SUITE 111
,2019-10-29,870 N RT 130 APT E1
,2019-10-29,4500 US-295
,2019-10-29,902 JACKSONVILLE Road 364
,2019-10-30,1403 GRIFFIN Avenue
,2019-10-30,902 JACKSONVILLE Road 2451
,2019-10-30,E BROAD Street / STACY Street
,2019-10-30,4318 N RT 130
,2019-10-30,1020 WOODLANE Road 205
,2019-10-30,1020 WOODLANE Road 205
,2019-10-30,HULME Street @ BORDENTOWN Road
,2019-10-30,4302 RT 130
,2019-10-30,HULME Street @ BORDENTOWN Road
,2019-10-30,2106 RT 541
,2019-10-30,1210 N RT 130 APT 328
,2019-10-30,4500 RT29
,2019-10-31,N US-130 / DULTYS Lane
,2019-10-31,N US-130 / DULTYS Lane
,2019-10-31,120 ELM Street E1
,2019-10-31,5 TERRI Lane SUITE 2
,2019-10-31,CEDAR Lane / OLIVE Street
,2019-10-31,US-130 SB / JOHN GALT Way
,2019-11-01,RT541 @ BROMLEY Boulevard
,2019-11-01,2000 BURLINGTON BYPASS APT 99
,2019-11-01,4225 S RT 130
,2019-11-01,1824 N RT 130
,2019-11-01,4 STONE VILLA Street
,2019-11-02,255 E PEARL Street 411
,2019-11-02,1701 SALEM Road c14
,2019-11-03,870 N RT 130 j1
,2019-11-03,120 ELM Street T2
,2019-11-03,2000 BURLINGTON Bypass-PASS
,2019-11-03,902 JACKSONVILLE Road 305A
,2019-11-03,2106 RT 541
,2019-11-03,ENGLE Avenue @ W BROAD Street
,2019-11-03,1020 WOODLANE Road bldg 14 apt 239
,2019-11-04,115 SUNSET Road E26
,2019-11-04,115 SUNSET Road e7
,2019-11-04,RT541 / ELBOW Lane
,2019-11-04,4355 S RT 130
,2019-11-04,115 SUNSET Road SUITE 111
,2019-11-04,4990 N RT 295
,2019-11-05,4287 S RT 130
,2019-11-05,US-130 / RT543
,2019-11-05,4287 S RT 130
,2019-11-05,870 RT 130 n1
,2019-11-05,2000 BURLINGTON BYPASS bld 18 aprt 299
,2019-11-05,2102 RT 541
,2019-11-05,BIRCH HOLLOW Drive / RT656
,2019-11-06,2106 RT 541
,2019-11-06,S RT 130 @ LOGAN Street
,2019-11-06,4364 RT 130
,2019-11-07,E BROAD Street @ STACY Street
,2019-11-07,870 N RT 130 G9
,2019-11-07,2919 RT 206
,2019-11-07,200 CAMPBELL Drive SUITE 102
,2019-11-07,120 ELM Street AO-8
,2019-11-07,200 CAMPBELL Drive SUITE 102
,2019-11-07,NECK Road @ OLD YORK Road
,2019-11-07,255 E PEARL Street 321
,2019-11-08,55 SUNSET Road 420
,2019-11-08,320 CONROW Street APRT 103
,2019-11-08,ELLIS Street @ W BROAD Street
,2019-11-08,2106 RT 541
,2019-11-09,2108 RT 541
,2019-11-09,120 ELM Street APT SH8
,2019-11-10,2919 RT 206
,2019-11-10,12 BENFORD Road
,2019-11-11,2000 BURLINGTON Bypass-PASS
,2019-11-11,5 TERRI Lane SUITE 2
,2019-11-11,5 TERRI Lane SUITE 6
,2019-11-11,320 CONROW Street 103
,2019-11-11,RT206 @ MONMOUTH Road
,2019-11-11,2106 RT 541
,2019-11-11,902 JACKSONVILLE Road 1467
,2019-11-12,870 US-130 p9
,2019-11-12,120 ELM Street SH8
,2019-11-12,1701 SALEM Road c14
,2019-11-12,4880 N RT 295
,2019-11-12,2000 BURLINGTON Bypass-PASS
,2019-11-12,5 TERRI Lane SUITE 2
,2019-11-12,1475 MT HOLLY Road c10
,2019-11-12,120 ELM Street X1
,2019-11-13,2 W RT 130 S
,2019-11-13,2000 BURLINGTON Bypass-PASS
,2019-11-13,SUNSET Road @ SALEM Road
,2019-11-14,255 E PEARL Street 111
,2019-11-14,160 RIVERBANK
,2019-11-15,4171 S RT 130
,2019-11-15,4361 S RT 130
,2019-11-16,240 E PEARL Street 304
,2019-11-16,2000 BURLINGTON BYPASS APT 289
,2019-11-16,902 JACKSONVILLE Road APT 2430
,2019-11-16,1824 N RT 130
,2019-11-16,505 MITCHELL Avenue 301
,2019-11-16,1824 N RT 130
,2019-11-17,240 E PEARL Street APT 301
,2019-11-17,24 FILLY Street
,2019-11-18,2106 RT 541
,2019-11-18,55 SUNSET Road 517
,2019-11-18,5090 N US-295
,2019-11-19,S US-130 @ COLUMBUS Road
,2019-11-19,115 SUNSET Road SUITE 111
,2019-11-19,4287 S RT 130
,2019-11-19,1824 N RT 130
,2019-11-20,5 TERRI Lane SUITE 2
,2019-11-20,120 ELM Street D1
,2019-11-20,1816 MOUNT HOLLY Road SUITE 101
,2019-11-20,S US-130 @ HIGH Street
,2019-11-20,410 HIGH S
,2019-11-21,651 HIGH Street RM 8
,2019-11-21,111 SUNSET Road RM 102
,2019-11-21,2919 RT 206
,2019-11-21,JONES Street @ BORDENTOWN Road
,2019-11-22,870 N US-130 P7
,2019-11-22,1508 MOUNT HOLLY Road 112
,2019-11-22,6 TERRI Lane SUITE 900
,2019-11-22,NECK Road @ OLD YORK Road
,2019-11-22,SUNSET Road @ SALEM Road
,2019-11-22,1475 MT HOLLY Road P1
,2019-11-23,100 RIVERBANK Avenue
,2019-11-23,2919 RT206 UNIT 104
,2019-11-23,2 W RT 130 S
,2019-11-23,75 RONALD Drive apt 75
,2019-11-23,4820 N US-295
,2019-11-24,902 JACKSONVILLE Road FLR 1
,2019-11-24,115 SUNSET Road SUITE 111
,2019-11-24,2106 RT 541
,2019-11-25,115 SUNSET Road e25
,2019-11-25,902 JACKSONVILLE Road FLR 1
,2019-11-25,811 RT 130
,2019-11-25,LEVITT Parkway @ ECHO Lane
,2019-11-25,902 JACKSONVILLE Road FLR 1
,2019-11-25,5 TERRI Lane SUITE 2
,2019-11-25,1475 MOUNT HOLLY Road C10
,2019-11-25,1020 WOODLAND Road APT 113
,2019-11-26,RT206 @ JACKSONVILLE JOBSTOWN Road
,2019-11-26,4237 S RT 130
,2019-11-26,2000 BURLINGTON BYPASS APT 278
,2019-11-27,4318 N RT 130
,2019-11-27,S US-130 @ YUBAS Avenue
,2019-11-27,255 PEARL Street 120
,2019-11-27,200 CAMPBELL Drive SUITE 102
,2019-11-27,4680 S US-295
,2019-11-27,120 ELM Street O04
,2019-11-28,2 W RT 130 S
,2019-11-28,ELLIS Avenue @ MOUNT HOLLY Road
,2019-11-29,87 CREEKSIDE Way
,2019-11-29,115 SUNSET Road SUITE 111
,2019-11-29,120 ELM Street E7
,2019-11-29,1701 SALEM Road c14
,2019-11-29,N US-130 @ JACKSONVILLE Road
,2019-11-29,4291 S RT 130
,2019-11-29,72 BENFORD Lane
,2019-11-30,415 NJ TURNPIKE ACCESS Road
,2019-12-01,120 ELM Street V3
,2019-12-01,1701 SALEM Road APT C14
,2019-12-01,902 JACKSONVILLE Road RM 127
,2019-12-01,902 JACKSONVILLE Road RM 127
,2019-12-01,255 PEARL Street apt 322
,2019-12-01,115 SUNSET Road 812
,2019-12-02,WOOD Street @ MOTT Avenue
,2019-12-02,5000 N US-295
,2019-12-02,120 ELM Street AF5
,2019-12-02,115 SUNSET Road A7
,2019-12-02,902 JACKSONVILLE Road FLR 1
,2019-12-02,2305 RANCOCAS Road 149
,2019-12-03,4167 S RT 130
,2019-12-03,OXMEAD Road @ JACKSONVILLE Road
,2019-12-03,2106 RT 541
,2019-12-03,128 BELMONT Street APT 1
,2019-12-03,2305 RANCOCAS Road 110
,2019-12-03,N US-130 @ HIGH Street
,2019-12-03,1 KEIM B
,2019-12-04,4387 S RT 130
,2019-12-04,255 PEARL Street 126
,2019-12-04,5 TERRI Lane SUITE 2
,2019-12-04,JACKSONVILLE Road @ BURLINGTON Bypass
,2019-12-04,2060 RT 130
,2019-12-04,4303 S RT 130
,2019-12-04,4303 S RT 130
,2019-12-05,4385 S US-130 128
,2019-12-05,2305 RANCOCAS Road rm 211 b
,2019-12-05,5 TERRI Lane SUITE 2
,2019-12-05,5 TERRI Lane SUITE 2
,2019-12-05,4920 US-295
,2019-12-06,115 SUNSET Road SUITE 111
,2019-12-07,902 JACKSONVILLE Road FLR 1
,2019-12-07,27 STONE VILLA
,2019-12-07,S US-130 @ BEVERLY Road
,2019-12-07,1475 MOUNT HOLLY Road F1
,2019-12-07,67 CREEKSIDE Way
,2019-12-08,1475 MOUNT HOLLY Road C10
,2019-12-08,N US-130 @ CHARLESTON Road
,2019-12-08,2106 RT 541
,2019-12-08,36 CAREMARK
,2019-12-08,17 TILLMAN Place
,2019-12-08,RIVER WALK Boulevard @ BEVERLY Road
,2019-12-09,120 ELM Street AK6
,2019-12-09,115 SUNSET Road 25a
,2019-12-09,2106 RT 541
,2019-12-09,115 SUNSET Road e18
,2019-12-09,NORTHGATE VILLAGE APTS 30 220
,2019-12-09,5 TERRI Lane SUITE 2
,2019-12-09,1508 MOUNT HOLLY Road 114
,2019-12-09,1600 RT 656
,2019-12-09,BROAD Street/Street MARRY Street
,2019-12-10,275 GREEN Street 5c1
,2019-12-10,1701 SALEM Road k1
,2019-12-10,240 W NJTP PA EX
,2019-12-10,4760 N US-295
,2019-12-11,115 SUNSET ROAD SUITE 111
,2019-12-11,401 INDEPENDENCE Road
,2019-12-11,1714 HANCOCK Lane 238
,2019-12-11,452 HIGH Street APT 4
,2019-12-12,902 JACKSONVILLE Road FLR 1
,2019-12-12,OLD YORK Road @ BURLINGTON COLUMBUS Road
,2019-12-12,4159 S RT 130
,2019-12-12,4159 S RT 130
,2019-12-12,2106 RT 541
,2019-12-13,NJTP EXIT 7N
,2019-12-13,2885 RT206 AB
,2019-12-13,5 TERRI Lane SUITE 2
,2019-12-13,4385 S US-130 113
,2019-12-13,4340 RT 130
,2019-12-13,5 TERRI Lane SUITE 2
,2019-12-13,5 TERRI Lane SUITE 2
,2019-12-13,255 PEARL Street 411
,2019-12-13,902 JACKSONVILLE Road 1441
,2019-12-13,MONMOUTH Road @ RT206
,2019-12-13,115 SUNSET Road SUITE 111
,2019-12-13,2305 RANCOCAS Road 217
,2019-12-14,1306 COOPER Street APT 2
,2019-12-14,4428 S RT 130
,2019-12-14,1817 RT 541
,2019-12-14,902 JACKSONVILLE Road 317
,2019-12-14,2106 RT 541
,2019-12-15,1508 MOUNT HOLLY Road 205
,2019-12-15,2106 RT 541
,2019-12-15,1714 HANCOCK Lane 133
,2019-12-15,2305 RANCOCAS Road 124a
,2019-12-15,111 SUNSET Road 106
,2019-12-15,1824 N US-130 RM 129
,2019-12-16,2000 BURLINGTON Bypass-PASS
,2019-12-16,401 INDEPENDENCE Road
,2019-12-16,S US-130 @ DELAWARE Avenue
,2019-12-16,MOUNT HOLLY Road @ CADILLAC Road
,2019-12-16,N US-130 @ YORK Street
,2019-12-16,HIGH Street @ S US-130
,2019-12-17,870 E US-130 N T2
,2019-12-17,870 E US-130 N T2
,2019-12-17,120 ELM Street AS6
,2019-12-17,275 GREEN Street 4B1
,2019-12-17,902 JACKSONVILLE Road 2451
,2019-12-17,FRONT Street @ BROAD Street
,2019-12-18,1100 RT 130
,2019-12-18,4800 S US-295
,2019-12-18,81 CREEKSIDE Way
,2019-12-18,5 TERRI Lane SUITE 2
,2019-12-18,275 GREEN Street 4N8
,2019-12-18,330 E RT95
,2019-12-18,2093 RT 130
,2019-12-18,275 GREEN Street 4B1
,2019-12-19,4385 S US-130 95
,2019-12-19,5 TERRI Lane SUITE 2
,2019-12-19,5 TERRI Lane SUITE 2
,2019-12-19,120 ELM Street SH13
,2019-12-19,2106 RT 541
,2019-12-19,4385 S US-130 APT116
,2019-12-19,275 GREEN Street apt 4m1
,2019-12-20,902 JACKSONVILLE Road FLR 1
,2019-12-21,902 JACKSONVILLE Road FLR 1
,2019-12-21,902 JACKSONVILLE Road FLR 1
,2019-12-21,RT206 @ COLUMBUS JOBSTOWN Road
,2019-12-22,SOCIETY Court @ RANCOCAS Road
,2019-12-22,1714 HANCOCK Lane 133
,2019-12-22,902 JACKSONVILLE Road FLR 1
,2019-12-23,1130 SUNSET Road 5E
,2019-12-23,902 JACKSONVILLE Road 303
,2019-12-23,4347 U S HWY NO 130 HW
,2019-12-23,5 TERRI Lane SUITE 2
,2019-12-23,4397 RT 130
,2019-12-23,120 ELM Street AA02
,2019-12-23,703 VAN ROSSUM Avenue UNIT 5
,2019-12-23,703 VAN ROSSUM Avenue UNIT 5
,2019-12-23,4525 S RT 130
,2019-12-24,SUNSET Road @ SALEM Road
,2019-12-24,2102 RT 541
,2019-12-24,2000 BURLINGTON Bypass-PASS
,2019-12-24,902 JACKSONVILLE Road 2451
,2019-12-25,55 SUNSET Road 513
,2019-12-25,105 BENFORD Lane
,2019-12-25,SUNSET Road @ LEVITT Parkway
,2019-12-26,LEVITT Parkway @ SUNSET Road
,2019-12-26,255 PEARL Street 201
,2019-12-26,6 TERRI Lane SUITE 900
,2019-12-26,33 W FFTH Street
,2019-12-26,120 ELM Street SH15
,2019-12-26,4 STONE VILLA
,2019-12-27,1824 N RT 130
,2019-12-27,120 ELM Street APT SH8
,2019-12-27,1475 MOUNT HOLLY Road C10
,2019-12-27,1475 MOUNT HOLLY Road J12
,2019-12-27,5 TERRI Lane SUITE 2
,2019-12-27,FLORENCE COLUMBUS Road @ OLD YORK Road
,2019-12-28,255 PEARL Street 221
,2019-12-28,2000 BURLINGTON Bypass-PASS
,2019-12-28,1714 HANCOCK Lane 126
,2019-12-28,DELANCO Road @ PERKINS Lane
,2019-12-29,N US-130 @ JACKSONVILLE Road
,2019-12-30,1817 RT 541
,2019-12-30,1817 RT 541
,2019-12-30,1020 WOODLANE Road 97
,2019-12-30,136 CREEKSIDE Way
,2019-12-31,870 N US-130 r6
,2019-12-31,111 SUNSET Road 125
,2019-12-31,4225 S RT 130
,2019-12-31,320 CONROW Street 149
,2019-12-31,1113 HOSPITAL Drive 305
,2019-12-31,115 SUNSET Road SUITE 111
,2020-01-01,1306 COOPER Street 88
,2020-01-01,40 RIVERBANK Street
,2020-01-02,300 CAMPBELL Drive SUITE A
,2020-01-02,111 SUNSET Road 119
,2020-01-02,902 JACKSONVILLE Road 2451
,2020-01-02,2000 BURLINGTON BYPASS 120
,2020-01-02,120 ELM Street V2
,2020-01-02,SALEM Road @ HEALS FARM Road
,2020-01-03,2108 MOUNT HOLLY Road ROOM 13 FLR 1
,2020-01-03,1817 RT 541
,2020-01-03,115 SUNSET Road RM 22B
,2020-01-03,7 STONE VILLA
,2020-01-03,COLUMBUS Road @ PINEWALD Lane
,2020-01-03,2106 RT 541
,2020-01-03,1113 HOSPITAL Drive suite 305
,2020-01-03,255 PEARL Street 201
,2020-01-03,115 SUNSET Road E26A
,2020-01-04,VAN SCIVER Parkway @ SUNSET Road
,2020-01-04,902 JACKSONVILLE Road FLR 1
,2020-01-04,4225 S RT 130
,2020-01-06,1294 COOPER Street D2
,2020-01-06,5 TERRI Lane SUITE 2
,2020-01-06,5 TERRI Lane SUITE 2
,2020-01-06,110 BENFORD Lane
,2020-01-06,902 JACKSONVILLE Road 111
,2020-01-06,1714 HANCOCK Lane APT 233
,2020-01-07,1020 WOODLANE Road 223
,2020-01-07,1306 COOPER Street APT 75
,2020-01-07,5 TERRI Lane SUITE 2
,2020-01-08,902 JACKSONVILLE Road FLR 1
,2020-01-08,GREEN Street @ BRIDGEBORO Road
,2020-01-08,E BROAD Street @ STACY Street
,2020-01-08,4287 S RT 130
,2020-01-08,85 CREEKSIDE Way
,2020-01-09,4800 N US-295
,2020-01-09,3 VAUGHN Way
,2020-01-10,2305 RANCOCAS Road 151
,2020-01-10,902 JACKSONVILLE Road 249
,2020-01-10,4353 S RT 130
,2020-01-10,N US-130 @ HIGH Street
,2020-01-11,902 JACKSONVILLE Road 1451
,2020-01-11,1701 SALEM Road I10
,2020-01-11,115 SUNSET Road SUITE 111
,2020-01-11,1817 RT 541
,2020-01-11,4291 S RT 130
,2020-01-11,S US-130 @ STATES Avenue
,2020-01-12,2000 BURLINGTON Bypass 75
,2020-01-12,1306 COOPER Street 85
,2020-01-12,4670 N US-295
,2020-01-12,50 FLORENCE TOLLGATE Road
,2020-01-12,2 W RT 130 S
,2020-01-13,2305 RANCOCAS Road UNKN
,2020-01-13,8 STONE VILLA
,2020-01-13,5 TERRI Lane SUITE 2
,2020-01-13,4225 S RT 130
,2020-01-14,MOUNT HOLLY Road @ CADILLAC Drive
,2020-01-14,55 SUNSET Road 310
,2020-01-14,902 JACKSONVILLE Road FLR 1
,2020-01-15,JOHN F KENNEDY Way @ HOPEWELL Lane
,2020-01-15,115 SUNSET Road SUITE 111
,2020-01-15,1824 N RT 130
,2020-01-15,1306 COOPER Street 85
,2020-01-15,157 WOODLANE CROSSING APTS
,2020-01-15,5 TERRI Lane SUITE 2
,2020-01-15,FOUNTAIN Avenue @ BURLINGTON Bypass
,2020-01-15,2000 BURLINGTON Bypass 67
,2020-01-16,2919 RT 206
,2020-01-16,1817 RT 541
,2020-01-16,6 TERRI Lane SUITE 900
,2020-01-16,2000 BURLINGTON Bypass APT273
,2020-01-17,4780 N NJTP
,2020-01-17,4295 S RT 130
,2020-01-17,111 SUNSET Road 119
,2020-01-17,WASHINGTON Avenue @ W BROAD Street
,2020-01-17,902 JACKSONVILLE Road FLR 1
,2020-01-18,BROMLEY Boulevard @ OXMEAD Road
,2020-01-18,902 JACKSONVILLE Road 233
,2020-01-19,43 STONE VILLA
,2020-01-19,902 JACKSONVILLE Road 383A
,2020-01-19,2000 BURLINGTON Bypass 77
,2020-01-20,115 SUNSET Road SUITE 111
,2020-01-20,WARREN Street @ WOODLANE Road
,2020-01-20,320 CONROW Street 200
,2020-01-21,240 E PEARL Street APT 301
,2020-01-21,2 W RT 130 S
,2020-01-22,111 SUNSET Road 119
,2020-01-22,4207 S RT 130
,2020-01-22,4750 S US-295
,2020-01-22,100 RIVERBANK
,2020-01-22,4000 S US-295
,2020-01-22,870 E US-130 N S3
,2020-01-22,N US-130 @ DULTYS Lane
,2020-01-23,700 RT 670
,2020-01-23,870 US-130 N 1E
,2020-01-23,6 TERRI Lane 900
,2020-01-23,SUNSET Road @ CLASSIC Drive
,2020-01-23,4 STONE VILLA
,2020-01-23,WOOD Street @ MOTT Avenue
,2020-01-24,1508 MOUNT HOLLY Road 222
,2020-01-24,902 JACKSONVILLE Road FLR 2
,2020-01-24,401 INDEPENDENCE Road
,2020-01-25,235 W PA EXT
,2020-01-25,2000 BURLINGTON Bypass 151
,2020-01-26,902 JACKSONVILLE Road 313
,2020-01-26,2000 BURLINGTON Bypass-PASS
,2020-01-27,255 E PEARL Street 411
,2020-01-27,1701 SALEM Road c5
,2020-01-27,6 TERRI Lane SUITE 900
,2020-01-27,4287 S RT 130
,2020-01-27,4287 S RT 130
,2020-01-27,902 JACKSONVILLE Road 3405
,2020-01-27,111 SUNSET Road 108
,2020-01-27,2835 RT206
,2020-01-28,4361 S RT 130
,2020-01-28,E FEDERAL Street @ MITCHELL Avenue
,2020-01-28,240 E PEARL Street 201
,2020-01-28,1701 SALEM Road Q3
,2020-01-28,2000 BURLINGTON Bypass 220
,2020-01-28,902 JACKSONVILLE Road 1449
,2020-01-29,902 JACKSONVILLE Road FLR 1
,2020-01-30,4800 N US-295
,2020-01-30,ELBOW Lane @ CONNECTICUT Drive
,2020-01-30,255 E PEARL Street 222
,2020-01-30,2305 RANCOCAS Road 228
,2020-01-31,2000 BURLINGTON Bypass 299
,2020-01-31,2000 BURLINGTON Bypass-PASS
,2020-01-31,FLORENCE COLUMBUS Road @ S US-295 EXIT52B
,2020-01-31,2 W RT 130 S
,2020-01-31,1714 HANCOCK Lane 211
,2020-02-01,4385 S RT 130
,2020-02-01,1824 N US-130 110
,2020-02-01,1824 N US-130 110
,2020-02-01,2305 RANCOCAS Road 228
,2020-02-02,902 JACKSONVILLE Road FLR 1
,2020-02-02,BUSTLETON Road @ EQUESTRIAN Drive
,2020-02-02,FOUNTAIN Avenue @ MOUNT HOLLY Road
,2020-02-02,902 JACKSONVILLE Road 3421
,2020-02-02,4760 S US-295
,2020-02-03,902 JACKSONVILLE Road FLR 1
,2020-02-03,1817 RT 541
,2020-02-03,255 E PEARL Street APT 320
,2020-02-04,870 E US-130 N R6
,2020-02-04,4287 S RT 130
,2020-02-04,5 TERRI Lane SUITE 2
,2020-02-04,OLD YORK Road @ COACHMANS Drive
,2020-02-04,1508 MOUNT HOLLY Road 229
,2020-02-05,S US-130 @ E FEDERAL Street
,2020-02-05,4287 S RT 130
,2020-02-05,N US-130 @ CHARLESTON Road
,2020-02-06,W FEDERAL Street @ WOOD Street
,2020-02-06,2914 RT206
,2020-02-06,4385 S RT 130
,2020-02-06,4385 S RT 130
,2020-02-06,255 E PEARL Street 221
,2020-02-06,255 E PEARL Street APT 310
,2020-02-07,320 CONROW Street 200
,2020-02-07,1817 RT 541
,2020-02-07,200 CAMPBELL Drive SUITE 102
,2020-02-07,4680 S US-295
,2020-02-07,4287 S RT 130
,2020-02-08,902 JACKSONVILLE Road 319
,2020-02-09,111 SUNSET Road 132
,2020-02-10,61 W FFTH Street
,2020-02-10,902 JACKSONVILLE Road FLR 1
,2020-02-10,1817 RT 541
,2020-02-10,4287 S RT 130
,2020-02-11,2000 BURLINGTON Bypass 152
,2020-02-11,255 E PEARL Street APT 424
,2020-02-11,2134 RT 130
,2020-02-11,HIGH Street @ N US-130
,2020-02-12,N US-130 @ BEVERLY RANCOCAS Road
,2020-02-12,111 SUNSET Road 129
,2020-02-12,4423 S RT 130
,2020-02-12,111 SUNSET Road 132
,2020-02-12,1294 COOPER Street C17
,2020-02-12,2305 RANCOCAS Road UNKN
,2020-02-12,255 E PEARL Street APT 321
,2020-02-13,4159 S RT 130
,2020-02-13,1508 MOUNT HOLLY Road 109
